content_id,content,subject,sentiment_value,sentiment_word,text_seg
iBFJMqHtTRD5Qo6S,兄弟2.5豪导特供优惠1.6万可以下手吗？    ,价格,0,优惠,兄弟 2.5 豪导 特供 优惠 1.6 万 可以 下手 吗 ？        
G8Yr51elsVaXFUZC,恭喜，优惠多少，我准备明天去提，2.5特装优惠两万,价格,0,优惠,恭喜 ， 优惠 多少 ， 我 准备 明天 去 提 ， 2.5 特装 优惠 两万
10WF8Q53pVfOryvA,什么车款，多少优惠啊？康桥我只能谈到优惠1.5其他还送什么没问，试驾了一次看了两次2.0时尚     ,价格,0,优惠,什么 车款 ， 多少 优惠 啊 ？ 康桥 我 只能 谈到 优惠 1.5 其他 还 送 什么 没问 ， 试驾 了 一次 看 了 两次 2.0 时尚          
VrRd1HcoMNAkvhJy,优惠1 ，就送行程记录     ,价格,0,优惠,优惠 1   ， 就 送 行程 记录          
1BYpO9FsgkmWLNQu,平常心吧，我本来想买傲虎，优惠不大，钱不够，改提森林人，6月提尊贵优惠1.4w，到了9月做活动森林人全系2w，傲虎全系3w，我......   ,价格,0,优惠,平常心 吧 ， 我 本来 想买傲 虎 ， 优惠 不 大 ， 钱 不够 ， 改提 森林人 ， 6 月 提 尊贵 优惠 1.4 w ， 到 了 9 月 做 活动 森林人 全系 2w ， 傲虎 全系 3w ， 我 ......      
9EFImNb0ywhHBlcR,哈哈，25.48。优惠够给力    ,价格,0,优惠,哈哈 ， 25.48 。 优惠 够 给 力        
2aNFSuYeZo7B1b9R,兄弟，我也云南的，你的优惠也挺大的，现在哪里来的全系3万啊。。。现傲虎全系无优惠，森林人才八千    ,价格,-1,才,兄弟 ， 我 也 云南 的 ， 你 的 优惠 也 挺 大 的 ， 现在 哪里 来 的 全系 3 万 啊 。 。 。 现傲 虎 全系 无 优惠 ， 森林 人才 八千        
4EK1Nu7X2DTzomRS,来湖北，我上月订的2.0蓝色时尚，优惠1万3送6次保养，本月底提车,价格,0,优惠,来 湖北 ， 我 上 月 订 的 2.0 蓝色 时尚 ， 优惠 1 万 3 送 6 次 保养 ， 本月底 提车
TWPEyNaI5mFgYupn,什么都没有，就是现金优惠和给了点小东西    ,价格,0,优惠,什么 都 没有 ， 就是 现金 优惠 和 给 了 点 小东西        
96A5VQfBgPWUYkul,什么都没有，就是现金优惠和给了点小东西，你最好先问问看有没有车    ,价格,0,优惠,什么 都 没有 ， 就是 现金 优惠 和 给 了 点 小东西 ， 你 最好 先 问问看 有没有 车        
JXlEzBcKGpI8stdr,原来最低也就优惠15000至16000   ,价格,0,优惠,原来 最低 也 就 优惠 15000 至 16000      
P5A3evWb9jUyHMB2,我们这里，优惠2000，我呵呵了,价格,-1,呵呵,我们 这里 ， 优惠 2000 ， 我 呵呵 了
RJe23jzrhZS4YDf7,遵义优惠6000，送十万公里包养,价格,0,优惠,遵义 优惠 6000 ， 送 十万 公里 包养
zYfd7eDQqKZglLRi,深圳这破地方居然只优惠5K，看大家说的竟然有1万5的,价格,-1,只优惠,深圳 这破 地方 居然 只 优惠 5K ， 看 大家 说 的 竟然 有 1 万 5 的
LOCJwcQRnB9D1UWX,我只看到优惠20K ，不错。呵呵,价格,0,优惠,我 只 看到 优惠 20K   ， 不错 。 呵呵
SqulQGhIwreFVHYb,本来谈到2.5豪华优惠1万，因为想要10月份以后的车，销售推荐了特装。比尊贵只差了轮毂，很值    ,价格,1,值,本来 谈到 2.5 豪华 优惠 1 万 ， 因为 想要 10 月份 以后 的 车 ， 销售 推荐 了 特装 。 比 尊贵 只差 了 轮毂 ， 很值        
ACrPWTUvI2BOZHN5,优惠1万，上5年保险延保两年，不交钱    ,价格,0,优惠,优惠 1 万 ， 上 5 年 保险 延保 两年 ， 不 交钱        
YVfZamz38QbrtMGx,哦，套路。。。。送的礼包也只有保养实惠点，现金优惠搞到最大，再弄几次保养。,价格,-1,套路,哦 ， 套路 。 。 。 。 送 的 礼包 也 只有 保养 实惠 点 ， 现金 优惠 搞 到 最大 ， 再 弄 几次 保养 。
MsCmRYyhIen2GBjZ,特装确实不错，配置很实用,配置,1,实用,特装 确实 不错 ， 配置 很 实用
bhpH5MCV0GorXLud,没cd，没后视镜记忆。之家配置单里写有的,配置,-1,没,没 cd ， 没 后视镜 记忆 。 之 家 配置 单里 写 有 的
KOD82cJZ6CvI0e4R,长城配置好！性价比高！,配置,1,好,长城 配置 好 ！ 性价比 高 ！
KOD82cJZ6CvI0e4R,长城配置好！性价比高！,价格,1,高,长城 配置 好 ！ 性价比 高 ！
lkRcwBU9zQbdHeoj,特装我觉得就是多了几个不实用的配置，除了电动尾门，其他都没意义,配置,-1,不实用,特装 我 觉得 就是 多 了 几个 不 实用 的 配置 ， 除了 电动 尾门 ， 其他 都 没 意义
1WpNIYyxzfmnUlrH,摩雷的听爱卓和优特声听人声都非常OK，而且价格不算高。DLS的低频应该是不用担心的，建议后门装，不加低音的前提下！可以加好友聊配置方案！    ,配置,1,OK,摩雷 的 听 爱卓 和 优特 声 听 人声 都 非常 OK ， 而且 价格 不算 高 。 DLS 的 低频 应该 是 不用 担心 的 ， 建议 后门 装 ， 不 加 低音 的 前提 下 ！ 可以 加 好友 聊 配置 方案 ！        
tlj956MLseiyCTND,这个山寨导航屏幕很背光 换任何导航软件 我都提不起兴趣,配置,-1,背光,这个 山寨 导航 屏幕 很 背光   换 任何 导航 软件   我 都 提不起 兴趣
q8wYIbkWPTmcv7da,原车的卡打开  显示所有文件 拷贝所有文件除了ini文件.   拷贝到16G卡(先格式化，我用的32G) 论坛下载的凯立德 拷贝整个文件以及ini文件到16G卡， 把ini设为只读. 插入导航开机，齐活了， 不复杂吧!,配置,0,,原车 的 卡 打开     显示 所有 文件   拷贝 所有 文件 除了 ini 文件 .       拷贝到 16G 卡 ( 先 格式化 ， 我用 的 32G )   论坛 下载 的 凯 立德   拷贝 整个 文件 以及 ini 文件 到 16G 卡 ，   把 ini 设为 只读 .   插入 导航 开机 ， 齐活 了 ，   不 复杂 吧 !
GI4jT7Rvn9JECKVP,个人感觉 改导航 没什么用 还不如手机，2.0改那个中控小彩屏真心不错。,配置,1,不错,个人感觉   改 导航   没什么 用   还 不如 手机 ， 2.0 改 那个 中控 小 彩屏 真心 不错 。
A6NsxYld5Ww9nqZh,还是没有手机导航更新快  而且还有实时路况,配置,-1,没有,还是 没有 手机 导航 更新快     而且 还有 实时 路况
sz5SD8QwktNdIEJx,不仅16款，斯巴鲁的导航全是到港装的国产山寨导航，分辨率正常啊,配置,-1,山寨,不仅 16 款 ， 斯巴鲁 的 导航 全是 到 港装 的 国产 山寨 导航 ， 分辨率 正常 啊
9nVacW5jLDCH267x,别卖了兄弟，森林人好开不保值。买的时候尊贵值钱，卖的时候尊贵不值钱，导航也不值钱，较少的公里数和良好的车况基本无视。发票价第一年八折，往后每年一折，四年的车就还剩5-6折····,配置,-1,不值钱,别卖 了 兄弟 ， 森林人 好开 不 保值 。 买 的 时候 尊贵 值钱 ， 卖 的 时候 尊贵 不值钱 ， 导航 也 不值钱 ， 较少 的 公里 数 和 良好 的 车况 基本 无视 。 发 票价 第一年 八折 ， 往后 每年 一折 ， 四年 的 车 就 还 剩 5 - 6 折 · · · ·
gyRioxAM0UEkjDus,XT性价比不高，太贵啦！还是买2.5豪华导航版吧（2.5低配）。    ,配置,-1,贵,XT 性价比 不高 ， 太贵 啦 ！ 还是 买 2.5 豪华 导航 版 吧 （ 2.5 低配 ） 。        
rf7K8CHOj6dVJmEI,个人意见现车导航比不上手机好用，音响改装就是花无用钱。,配置,-1,比不上,个人 意见 现车 导航 比不上 手机 好用 ， 音响 改装 就是 花 无用 钱 。
8qIz60Ch5WbaVmc1,我16款开导航一会儿屏幕就黑了,配置,-1,黑,我 16 款开 导航 一会儿 屏幕 就 黑 了
aA6qlSkoHIrts85y,2015款特装的导航谁升级了？,配置,0,,2015 款特装 的 导航 谁 升级 了 ？
n2pkF0Y6y4VjcBRd,原车CD音质好的很，我把4S送的导航拆了又换回CD机头了。纯粹，简单，实用！这也是斯巴鲁的精神！车么，是用来开的，不是用来玩APP的,配置,1,好,原车 CD 音质 好 的 很 ， 我 把 4S 送 的 导航 拆 了 又 换回 CD机 头 了 。 纯粹 ， 简单 ， 实用 ！ 这 也 是 斯巴鲁 的 精神 ！ 车 么 ， 是 用来 开 的 ， 不是 用来 玩 APP 的
hL8JZfmrwHMDzUsE,垃圾导航 都不晓得怎么退出  比如听收音，退到主界面还是收音在响，换成USB就能切换过来，到了USB又不知道怎么退出. 先天不足啊,配置,-1,垃圾,垃圾 导航   都 不 晓得 怎么 退出     比如 听 收音 ， 退到 主 界面 还是 收音 在 响 ， 换成 USB 就 能 切换 过来 ， 到 了 USB 又 不 知道 怎么 退出 .   先天不足 啊
QPWzrFTepBUuGlx8,我的导航从没有死机过。,配置,0,,我 的 导航 从 没有 死机 过 。
hUAmRWNtwXyc2BSE,显示屏幕应该不支持蓝光的，原装的导航太差,配置,-1,差,显示 屏幕 应该 不 支持 蓝光 的 ， 原装 的 导航 太 差
zsueijMfUkJVCEXt,说实话，基本上用不上车上导航，用手机更方便！音响效果不用纠结，毕竟不是想成为移动音乐厅。,配置,0,,说实话 ， 基本上 用不上 车上 导航 ， 用 手机 更 方便 ！ 音响效果 不用 纠结 ， 毕竟 不是 想 成为 移动 音乐厅 。
Abigh0pODZ6UyMVa,买车不到半年，导航经常卡死，现在连蓝牙都连不上,配置,-1,卡死,买车 不到 半年 ， 导航 经常 卡死 ， 现在 连 蓝牙 都 连不上
SuU1GmxPA03sRt47,那个貌似是设置载重胎压用的，也就是载几个人或者是拖拖车的胎压用的，原车有带内置胎压计无奈不显示数值也无适配的独立的显示屏，我加了一个外置的固特异的胎压计（之前老车上拆下的），可以显示数值总感觉安心一点。,配置,0,,那个 貌似 是 设置 载重 胎压 用 的 ， 也 就是 载 几个 人 或者 是 拖 拖车 的 胎 压用 的 ， 原车 有 带 内置 胎压计 无奈 不 显示 数值 也 无 适配 的 独立 的 显示屏 ， 我加 了 一个 外置 的 固特异 的 胎 压计 （ 之前 老 车上 拆下 的 ） ， 可以 显示 数值 总 感觉 安心 一点 。
IF2Abxuj1yzmV7Eq,上下推动，切换中控显示屏，设置显示屏的,配置,0,,上下 推动 ， 切换 中控 显示屏 ， 设置 显示屏 的
nCH1RTSBGXU0E3a4,需要DIY：把‘输入接口’焊接到汽车音响线路板的音量电位器的中线接点处和接‘地’点即完成。器材：输入接口一只、屏蔽跳线（普通跳线也可以）；工具：电烙铁、焊锡；,配置,0,,需要 DIY ： 把 ‘ 输入 接口 ’ 焊接 到 汽车音响 线路板 的 音量 电位器 的 中线 接点 处和接 ‘ 地 ’ 点 即 完成 。 器材 ： 输入 接口 一只 、 屏蔽 跳线 （ 普通 跳线 也 可以 ） ； 工具 ： 电烙铁 、 焊锡 ；
6ZvDHFNPk9lMSpK2,已经无法重启了，黑屏了一星期    ,配置,-1,黑屏,已经 无法 重启 了 ， 黑屏 了 一 星期        
Vb7usnJkHafBIWFG,显示屏的分辨率惨不忍睹    ,配置,-1,惨不忍睹,显示屏 的 分辨率 惨不忍睹        
ZF2XPLNYs41Rhozl,2.5有小彩屏中控，这个值,配置,1,值,2.5 有 小 彩屏 中控 ， 这个 值
aNJpOgnXy4o5TVhe,长按电源键可关收音机，短摁关屏幕显示。    ,配置,0,,长 按 电源 键 可关 收音机 ， 短 摁 关 屏幕显示 。        
QZvRJzxCAUIswBrW,兄弟，我也是13款森林人，想换4.3彩屏的CD，请问所有按键都可以用吗？USB支持什么格式的音乐？无损支持吗？    ,配置,0,,兄弟 ， 我 也 是 13 款 森林人 ， 想换 4.3 彩屏 的 CD ， 请问 所有 按键 都 可以 用 吗 ？ USB 支持 什么 格式 的 音乐 ？ 无损 支持 吗 ？        
QvJn3XNr0FSjzZ5s,这玩意我从来没看过，真鸡肋，有倒车影像这个基本没用,配置,-1,鸡肋,这 玩意 我 从来 没 看过 ， 真 鸡肋 ， 有 倒车 影像 这个 基本 没用
OkMGCaSE1xD4rujm,我觉得360全景没必要。在外面改的效果也一般。装两个前雷达就可以了。,配置,0,,我 觉得 360 全景 没 必要 。 在 外面 改 的 效果 也 一般 。 装 两个 前 雷达 就 可以 了 。
XgO0ixdBwTn6IsF4,昨天看了傲虎ES的官方视频，发现比一般的雷达ACC牛逼很多。。如果能加就好了！！,配置,0,,昨天 看 了 傲虎 ES 的 官方 视频 ， 发现 比 一般 的 雷达 ACC 牛 逼 很多 。 。 如果 能加 就 好 了 ！ ！
DIlCAMSxFYaWGP3z,年前优惠了12000 送了一套前置雷达,价格,0,优惠,年前 优惠 了 12000   送 了 一套 前置 雷达
V6FHl7vEXCOBcUGa,石桥这款轮胎是进口的，我记得途虎网上面有，但是有可能要提前预定的。我觉得森林人这款车有条件可以配二套轮胎，日常使用就用石桥的原配胎，走长途自驾马牌ccc系列不错。,配置,0,,石桥 这 款 轮胎 是 进口 的 ， 我 记得 途虎网 上面 有 ， 但是 有 可能 要 提前 预定 的 。 我 觉得 森林人 这款 车 有 条件 可以 配 二套 轮胎 ， 日常 使用 就 用 石桥 的 原配 胎 ， 走 长途 自驾 马牌 ccc 系列 不错 。
FsAOim03dS2rBV9G,轮胎型号太多，挑选真是个折磨人的事。,操控,0,,轮胎 型号 太 多 ， 挑选 真是 个 折磨 人 的 事 。
k8oZIm9PRGrtsSv2,抗磨性能呢？我现在的胎磨损的那个还没到，主要是老化的厉害，寻思以后轮胎好好养护的，在轮胎不老化的前提下，尽量抗磨点   ,操控,0,,抗磨性 能 呢 ？ 我 现在 的 胎 磨损 的 那个 还 没到 ， 主要 是 老化 的 厉害 ， 寻思 以后 轮胎 好好 养护 的 ， 在 轮胎 不 老化 的 前提 下 ， 尽量 抗磨 点      
IeXnv29Rf3Bm6WKS,换4条静音轮胎才是正道,舒适性,0,静音,换 4 条 静音 轮胎 才 是 正道
kPLH5G6jy2Rin1ZE,轮胎调平衡纯属扯蛋。轮胎如有动平衡问题，不换位也要调平衡。如果不存在，怎么换位都无所谓，除非有啃胎现象。,操控,0,平衡,轮胎 调 平衡 纯属 扯蛋 。 轮胎 如 有 动平衡 问题 ， 不 换位 也 要 调 平衡 。 如果 不 存在 ， 怎么 换位 都 无所谓 ， 除非 有 啃 胎 现象 。
hj6R3giB1q9T0t8Y,有的时候公里数多了平衡块会跑掉的，不过一万做动平衡确实早了。我4万换位做的动平衡有一个轮胎少了。   ,操控,0,平衡,有 的 时候 公里 数多 了 平衡 块 会 跑掉 的 ， 不过 一万 做 动平衡 确实 早 了 。 我 4 万 换位 做 的 动平衡 有 一个 轮胎 少 了 。      
znvfsaNSU6pb43hW,中控显示怎么连线的？谢谢,配置,0,连线,中控 显示 怎么 连线 的 ？ 谢谢
45uS1g98pkiWRL32,主要难点在于拆中控和方向盘，其它没什么。另外准备几根带针脚的线。游丝用胶布固定一下就好。其它很简单。   ,配置,0,简单,主要 难点 在于 拆中控 和 方向盘 ， 其它 没什么 。 另外 准备 几根 带 针脚 的 线 。 游丝 用 胶布 固定 一下 就 好 。 其它 很 简单 。      
rvMT4zSUmHaXEpWn,哈哈，也是好车，不太喜欢它中控   ,配置,1,不太喜欢,哈哈 ， 也 是 好车 ， 不太 喜欢 它 中控      
tKU0QLuF34pyxn8V,人家奥迪、JEEP都曾经用过CVT，都换掉了，追求走量、节油的才选，早晚号称全是四驱的森林人要把靠摩擦而不是啮合的减速箱抛弃   ,油耗,0,,人家 奥迪 、 JEEP 都 曾经 用过 CVT ， 都 换掉 了 ， 追求 走量 、 节油 的 才 选 ， 早晚 号称 全是 四驱 的 森林人 要 把 靠 摩擦 而 不是 啮合 的 减速 箱 抛弃      
9xSUq3Ovc4eGTZVy,追求省油的驾驶习惯，一定会加重积炭的产生，从而导致爆震，建议定期使用积炭添加剂！,油耗,0,,追求 省油 的 驾驶 习惯 ， 一定 会 加重 积炭 的 产生 ， 从而 导致 爆震 ， 建议 定期 使用 积炭 添加剂 ！
lQNsJe87jMUC2AvV,我看LZ是11.6油耗，还行啊。跑几次高速就下来了。放心吧,油耗,1,还行,我 看 LZ 是 11.6 油耗 ， 还行 啊 。 跑 几次 高速 就 下来 了 。 放心 吧
I5VAaUHWlS60mvQL,不会2.0比2.5还费油吧？！我的2.5平均油耗9.6，开了3000多公里，基本是市里跑，北京那么堵车这油耗就很满意了。,油耗,1,满意,不会 2.0 比 2.5 还费油 吧 ？ ！ 我 的 2.5 平均 油耗 9.6 ， 开 了 3000 多公里 ， 基本 是 市里 跑 ， 北京 那么 堵车 这 油耗 就 很 满意 了 。
QhW8lfB4FPYgw7kZ,10年的车 2.5排量的  目前86000KM    市区  10--12个    高速8-9个  油   出保后  一直外面保养 价格 300--500  间,油耗,0,,10 年 的 车   2.5 排量 的     目前 86000KM         市区     10 -- 12 个         高速 8 - 9 个     油       出保后     一直 外面 保养   价格   300 -- 500     间
nTGAzi61eUoBlgFb,上下班为主，平均油耗10个点多一点，保养时5000公里保养一次，价格还行,油耗,0,,上下班 为主 ， 平均 油耗 10 个点 多一点 ， 保养 时 5000 公里 保养 一次 ， 价格 还 行
3A26BUlaZJeFKNyj,我的16款，跑了5000公里不到，油耗7.8 。满箱油全跑高速800公里没问题，我刚换了后视镜，配件一个礼拜就到了。唯一不满意的就是高速风噪有点大，别的没毛病。宝鸡车主留。,油耗,0,,我 的 16 款 ， 跑 了 5000 公里 不到 ， 油耗 7.8   。 满箱 油全 跑 高速 800 公里 没 问题 ， 我 刚换 了 后视镜 ， 配件 一个 礼拜 就 到 了 。 唯一 不 满意 的 就是 高速 风噪 有点 大 ， 别的 没 毛病 。 宝鸡 车主 留 。
e6j37BTDEhsOu1Qr,综合油耗9，除第一次除都是自己买耗材在修理厂换，小保养400元左右。,油耗,0,,综合 油耗 9 ， 除 第一次 除 都 是 自己 买 耗材 在 修理厂 换 ， 小 保养 400 元 左右 。
ho0UXsP8FB5jeDcq,如果是市区拥堵的话这个油不高  我最高时候13.4冬天   我现在34000了  油耗基本上在10个左右  不用纠结了  每辆车的用车情况都是不一样的,油耗,0,,如果 是 市区 拥堵 的话 这个 油不高     我 最高 时候 13.4 冬天       我 现在 34000 了     油耗 基本上 在 10 个 左右     不用 纠结 了     每辆车 的 用车 情况 都 是 不 一样 的
St0ly3u25ohRkBLe,一直92，偶尔出去了不了解当地油品加95(97)。5万公里从没遇到问题，省油，动力也充足，加95也没感觉有啥不同。,油耗,1,省油,一直 92 ， 偶尔 出去 了 不 了解 当地 油品 加 95 ( 97 ) 。 5 万公里 从没 遇到 问题 ， 省油 ， 动力 也 充足 ， 加 95 也 没 感觉 有 啥 不同 。
St0ly3u25ohRkBLe,一直92，偶尔出去了不了解当地油品加95(97)。5万公里从没遇到问题，省油，动力也充足，加95也没感觉有啥不同。,动力,1,充足,一直 92 ， 偶尔 出去 了 不 了解 当地 油品 加 95 ( 97 ) 。 5 万公里 从没 遇到 问题 ， 省油 ， 动力 也 充足 ， 加 95 也 没 感觉 有 啥 不同 。
2Y3MF0av8mbLd5JW,我是2.0 16款，目前5000公里，油耗9个！ 哎哎 后悔没上2.5！   ,油耗,0,,我 是 2.0   16 款 ， 目前 5000 公里 ， 油耗 9 个 ！   哎 哎   后悔 没上 2.5 ！      
HIWjuAReXt83rTCf,我的小森虽然是2.0的，感觉油门很灵敏，起步时稍微点一下油门就窜出去了,动力,1,灵敏,我 的 小森 虽然 是 2.0 的 ， 感觉 油门 很 灵敏 ， 起步 时 稍微 点 一下 油门 就 窜 出去 了
Y24aOoGZRbJ80E73,cvt反应慢半拍造成的，不是油门原因起步踩油，cvt改变传动比，延迟四驱起步会优先把动力传给后轮，经过传动轴，又一个延迟。给人的反应是踩油不走，条件反射没踩够，再踩等车动了油门给多了。所有你就会感觉窜了。没办法物理瓶颈，4s改不了吧。你可以试试踩油不动。等车动了，再踩。悠着点开,动力,-1,反应慢,cvt 反应 慢半拍 造成 的 ， 不是 油门 原因 起步 踩 油 ， cvt 改变 传动比 ， 延迟 四驱 起步 会 优先 把 动力 传给 后轮 ， 经过 传动轴 ， 又 一个 延迟 。 给 人 的 反应 是 踩 油 不 走 ， 条件反射 没 踩 够 ， 再 踩 等 车动 了 油门 给 多 了 。 所有 你 就 会 感觉 窜 了 。 没 办法 物理 瓶颈 ， 4s 改不了 吧 。 你 可以 试试 踩 油不动 。 等 车动 了 ， 再 踩 。 悠着点 开
g76B9i2PSeKq5uy3,主要是车轻，森林人行驶证上的车重只有1.4t多一点，加上cvt传动，肯定比同级别省油。,油耗,1,省油,主要 是 车轻 ， 森林人 行驶证 上 的 车重 只有 1.4 t 多一点 ， 加上 cvt 传动 ， 肯定 比同 级别 省油 。
EHjWKRp7ZwIJToyO,4AT的一点也不省油！我2011款2.5XS纯市区百公里油耗要13.6L，高速上110KM/H的速度匀速跑的百公里油耗也要8.5L。   ,油耗,-1,不省油,4AT 的 一点 也 不 省油 ！ 我 2011 款 2.5 XS 纯 市区 百公里 油耗 要 13.6 L ， 高速 上 110KM / H 的 速度 匀速 跑 的 百公里 油耗 也 要 8.5 L 。      
GQ7LvDwEXhn9zafb,我的2014自豪2.0行驶13000公里平均油耗10.6，多数是在市区行驶。为啥其它车主说7至8个，有一个经济时速问题，通常讲再高的驾驶技术和习惯，市区或者市郊行驶，最低也得10个左右，这样才实事求是。   ,油耗,0,,我 的 2014 自豪 2.0 行驶 13000 公里 平均 油耗 10.6 ， 多数 是 在 市区 行驶 。 为啥 其它 车主 说 7 至 8 个 ， 有 一个 经济 时速 问题 ， 通常 讲 再 高 的 驾驶 技术 和 习惯 ， 市区 或者 市郊 行驶 ， 最低 也 得 10 个 左右 ， 这样 才 实事求是 。      
9k7LOMQxrosJqb3z,同款，8200公里，平均时速38，油表显示8.8升/100千米,油耗,0,,同款 ， 8200 公里 ， 平均 时速 38 ， 油表 显示 8.8 升 / 100 千米
bjTDnVRMBQtCrUp0,收费一瓶198一瓶148。 不过市区跑真心积碳严重，排气管黑黑的。 油耗13.8。    ,油耗,0,,收费 一瓶 198 一瓶 148 。   不过 市区 跑 真心 积碳 严重 ， 排气管 黑黑的 。   油耗 13.8 。        
FIsT4EtO7pivSHPA,怪不得我的油耗13.6。。。95油，9毛6一公里，全市区。,油耗,0,,怪不得 我 的 油耗 13.6 。 。 。 95 油 ， 9 毛 6 一 公里 ， 全市 区 。
NCaIXYrAkb8xQPl2,我的油耗10升左右，加98号的,油耗,0,,我 的 油耗 10 升 左右 ， 加 98 号 的
SZAHDya1x47fjgor,我这里也是93改92，97改95，不过油耗没这么明显的变化，反正是感觉不出。,油耗,0,,我 这里 也 是 93 改 92 ， 97 改 95 ， 不过 油耗 没 这么 明显 的 变化 ， 反正 是 感觉 不 出 。
jzHL9n375gpNdE1Y,我油耗13以内就很满意了,油耗,1,满意,我 油耗 13 以内 就 很 满意 了
EmRcpASKbULBues3,娘胎带的唯一缺点就是油耗比现款略高。    ,油耗,-1,略高,娘胎 带 的 唯一 缺点 就是 油耗 比 现款 略 高 。        
g3yTW8RlDSUP6vCQ,你算少了的了，16款2.0，油耗13.6，全市区，跑了2003公里,油耗,0,,你算少 了 的 了 ， 16 款 2.0 ， 油耗 13.6 ， 全市 区 ， 跑 了 2003 公里
aOlyCibLouVx4RvU,油性液体在收到重力会出现什么情况呢？   ,油耗,0,,油性 液体 在 收到 重力 会 出现 什么 情况 呢 ？      
lVwiDndz37WA4BfQ,我经常跑济南，我都走青兰高速，车少还是三车道，青岛到诸城限速120，诸城到济南限速100，好跑，省油。,油耗,1,省油,我 经常 跑 济南 ， 我 都 走 青兰 高速 ， 车少 还是 三 车道 ， 青岛 到 诸城 限速 120 ， 诸城 到 济南 限速 100 ， 好 跑 ， 省油 。
